,address,location,latitude,longtitude
420,제주특별자치도 제주시 구좌읍 평대5길 43(평대리 1996),,33.532374,126.842422
421,제주특별자치도 제주시 구좌읍 평대리 1994-6,,33.533054,126.840673
422,제주특별자치도 제주시 구좌읍 평대리 2026-16,대수굴 옆,33.535459,126.840183
423,제주특별자치도 제주시 구좌읍 대수길 26-1(평대리2033-20),,33.537147,126.838197
424,제주특별자치도 제주시 구좌읍 일주동로 2948(평대리1744-1),평대주유소,33.530931,126.836998
425,제주특별자치도 제주시 구좌읍 평대12길 15,동제주 종합사회복지관 옆,33.523239,126.848783
426,제주특별자치도 제주시 구좌읍 평대리 282-3,,33.521378,126.846545
427,제주특별자치도 제주시 구좌읍 세평항로 7-1,,33.524137,126.853084
428,제주특별자치도 제주시 구좌읍 하도리 3200-19,별방촌 앞,33.525425,126.863644
429,제주특별자치도 제주시 구좌읍 면수1길 41(하도리 3203),별방촌 뒤편,33.524745,126.863911
430,제주특별자치도 제주시 구좌읍 하도리 3359-21,,33.523914,126.866392
431,제주특별자치도 제주시 구좌읍 하도리 3312-8번지 앞(면수길 7),하도리 면수동회관 앞,33.521665,126.867928
432,제주특별자치도 제주시 구좌읍 일주동로 3274,삼다도빌라,33.518692,126.867874
433,제주특별자치도 제주시 구좌읍 일주동로 3280(하도리 79-67),하도리 반석주택,33.518465,126.868462
434,제주특별자치도 제주시 구좌읍 하도초등학교 안,,,
435,제주특별자치도 제주시 구좌읍 하도 3길 29(하도리 2182-3),,33.520274,126.879581
436,제주특별자치도 제주시 구좌읍 하도서길 36(하도리 2161-1),서동복지회관앞,33.521326,126.880648
437,제주특별자치도 제주시 구좌읍 하도리 1973(하도 3길 108-2 동측),,33.526376,126.88189
438,제주특별자치도 제주시 구좌읍 하도리 1901-4(하도서문길 9),,,
439,제주특별자치도 제주시 구좌읍 하도리 1792밭앞,,,
440,제주특별자치도 제주시 구좌읍 하도서길 7(하도리 1636),,33.522597,126.883345
441,제주특별자치도 제주시 구좌읍 하도리 1438-4,,33.521372,126.883527
442,제주특별자치도 제주시 구좌읍 하도리 1130-2(하도 9길 17),,33.514341,126.886631
443,제주특별자치도 제주시 구좌읍 하도 7길 5 앞(하도리 1283-1),민박다올제앞,33.516094,126.88529
444,제주특별자치도 제주시 구좌읍 하도리 646,운동기구 공원 옆,33.519829,126.889678
445,제주특별자치도 제주시 구좌읍 하도리 646,운동기구 공원 옆,33.519829,126.889678
446,제주특별자치도 제주시 구좌읍 하도리 646,운동기구 공원 옆,33.519829,126.889678
447,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27(하도리 22-10),하도어촌체험마을(무인카페),33.51994,126.90385
448,제주특별자치도 제주시 구좌읍 하도리 35-4,어촌계펜션 우측,33.517005,126.899825
449,제주특별자치도 제주시 구좌읍 하도리 43-1(해맞이해안로1950),제주파도소리 펜션,33.515012,126.900579
450,제주특별자치도 제주시 구좌읍 하도리 947-37,,33.50985,126.893275
451,제주특별자치도 제주시 구좌읍 하도 13길 6(하도리 1091-28),창흥동 입구,33.508602,126.887787
452,"제주특별자치도 제주시 구좌읍 하도리 1867-2, 1868 경계",,33.526646,126.879315
453,제주특별자치도 제주시 구좌읍 한동리 2972-1,용암해수단지,33.541474,126.815047
454,제주특별자치도 제주시 구좌읍 한동리 1644,무등수산,33.547572,126.826917
455,제주특별자치도 제주시 구좌읍 한동리 1358-7,,33.542872,126.830686
456,제주특별자치도 제주시 구좌읍 한동리 8,,33.539635,126.836037
457,제주특별자치도 제주시 구좌읍 한동리 1180-4,,33.538533,126.830034
458,제주특별자치도 제주시 구좌읍 한동리 1052,둔지빌,33.536387,126.827867
459,제주특별자치도 제주시 구좌읍 한동리 906-1,,33.534214,126.826193
460,제주특별자치도 제주시 구좌읍 한동로 64,상한동경로당 서측,33.534811,126.823497
461,제주특별자치도 제주시 구좌읍 한동로 99,,33.533365,126.82022
462,제주특별자치도 제주시 구좌읍 한동리 1113,인성영농 앞,33.536919,126.824414
463,제주특별자치도 제주시 구좌읍 한동북1길 2,서동복지회관 입구,33.539164,126.826791
464,제주특별자치도 제주시 구좌읍 행원리 1-58,전경대 초소 옆,33.557562,126.825268
465,제주특별자치도 제주시 구좌읍 행원리 21,신재생에너지홍보관,33.559968,126.818181
466,제주특별자치도 제주시 구좌읍 해맞이해안로 680-6,주차장,33.560147,126.815505
467,제주특별자치도 제주시 구좌읍 해맞이해안로 680-50,주차장,33.557295,126.818674
468,제주특별자치도 제주시 구좌읍 행원리 575-21,스마트그리드 홍보관  입구,33.55728,126.812238
469,제주특별자치도 제주시 구좌읍 행원로13길 99,행원농공단지,33.555098,126.814759
470,제주특별자치도 제주시 구좌읍 행원리 542-9,한라판지 공장,33.554553,126.815628
471,제주특별자치도 제주시 구좌읍 행원로 9길 28,,33.555214,126.809588
472,제주특별자치도 제주시 구좌읍 행원로7길 18-21,행원리사무소 주차장,33.554435,126.808399
473,제주특별자치도 제주시 구좌읍 행원로 7길 12 북측,,33.555031,126.80689
474,제주특별자치도 제주시 구좌읍 해맞이해안로 571(행원리 1487),방파제,33.556967,126.805508
475,제주특별자치도 제주시 구좌읍 행원로 1길 24,행원 취락구조,33.554898,126.801976
476,제주특별자치도 제주시 구좌읍 행원로 120 우측,행원리 버스정류장 맞은편,33.553224,126.807821
477,제주특별자치도 제주시 구좌읍 행원로 4길 30,,33.551089,126.806051
478,제주특별자치도 제주시 구좌읍 행원용사촌길 14,한라용사촌,33.535498,126.794882
479,제주특별자치도 제주시 구좌읍 덕행로 262-17(행원리 2768),오션뷰3차,33.528267,126.787785
480,제주특별자치도 제주시 구좌읍 행원리 3258,폴로경기장주차장,33.524933,126.782681
481,제주특별자치도 제주시 구좌읍 덕행로 335(행원리 2885),숲속의 향기 펜션,33.520669,126.787998
482,제주특별자치도 제주시 구좌읍 덕행로 450-4,오션뷰1차,33.51766,126.877254
483,제주특별자치도 제주시 구좌읍 일주동로 2670(행원리 940-3),한국해양과학기술연구원,33.543502,126.810064
484,제주특별자치도 제주시 조천읍 신촌3길18,,33.516041,126.524013
485,제주특별자치도 제주시 조천읍 신촌북1길 27,,33.512065,126.533308
486,제주특별자치도 제주시 조천읍 신촌리2284-5,,33.538408,126.61621
487,제주특별자치도 제주시 조천읍 신촌북3길 4,,33.538596,126.618891
488,제주특별자치도 제주시 조천읍 신촌북2길31-2,,33.538627,126.619402
489,제주특별자치도 제주시 조천읍 신촌9길40-1,,33.539079,126.623345
490,제주특별자치도 제주시 조천읍 조천7길19-5,,33.539222,126.634721
491,제주특별자치도 제주시 조천읍 조천11길24,,33.538945,126.638021
492,제주특별자치도 제주시 조천읍 신북로265,,33.539706,126.639826
493,제주특별자치도 제주시 조천읍 조함해안로52,,33.541883,126.6368
494,제주특별자치도 제주시 조천읍 조함해안로142-10,,33.549799,126.640515
495,제주특별자치도 제주시 조천읍 신북로258,,33.539700,126.639343
496,제주특별자치도 제주시 조천읍 북촌11길39,,33.552413,126.693658
497,제주특별자치도 제주시 조천읍 남조로3020,,33.531179,126.644642
498,제주특별자치도 제주시 조천읍 와흘4길35,,33.507829,126.632597
499,제주특별자치도 제주시 조천읍 와흘로119,,33.494936,126.634631
500,제주특별자치도 제주시 조천읍 남조로2367,,33.477229,126.655659
501,제주특별자치도 제주시 조천읍 대흘리2341,,33.501527,126.652539
502,제주특별자치도 제주시 조천읍 조와로373-1,,33.505733,126.636239
503,제주특별자치도 제주시 조천읍 곱은달길25,,33.515355,126.671564
504,제주특별자치도 제주시 조천읍 함와로312맞은편,,33.515055,126.676075
505,제주특별자치도 제주시 조천읍 조함해안로441,,33.548042,126.661591
506,제주특별자치도 제주시 조천읍 조함해안로585,,33.546446,126.673748
507,제주특별자치도 제주시 조천읍 신북로499,,33.545045,126.663711
508,제주특별자치도 제주시 조천읍 신북로520,,33.543768,126.66515
509,제주특별자치도 제주시 조천읍 함덕남12길29,,33.535930,126.672869
510,제주특별자치도 제주시 조천읍 함덕리1002-6,,33.543668,126.668483
511,제주특별자치도 제주시 조천읍 함덕14길1,,33.543495,126.667341
512,제주특별자치도 제주시 조천읍 함덕19길 15,,33.543997,126.670364
513,제주특별자치도 제주시 조천읍 조함해안로525,,33.545220,126.669076
514,제주특별자치도 제주시 조천읍 함덕리1024-3,,33.546737,126.661682
515,제주특별자치도 제주시 조천읍 함와로56맞은편,,33.537399,126.675324
516,제주특별자치도 제주시 조천읍 신흥로1길10-1,,33.549391,126.651392
517,제주특별자치도 제주시 조천읍 신흥로2길37,,33.551804,126.651964
518,제주특별자치도 제주시 조천읍 북촌1길43,,33.550411,126.684211
519,제주특별자치도 제주시 조천읍 북촌11길19,,33.552596,126.695265
520,제주특별자치도 제주시 조천읍 북촌12길21-1,,33.549880,126.699159
521,제주특별자치도 제주시 조천읍 북촌리542-1,,33.550346,126.695738
522,제주특별자치도 제주시 조천읍 중산간동로923-2,,33.494117,126.680559
523,제주특별자치도 제주시 조천읍 선흘동2길31,,33.515249,126.704967
524,제주특별자치도 제주시 조천읍 중산간동로1290,,33.513197,126.705305
525,제주특별자치도 제주시 조천읍 선화길22옆,,33.462683,126.71327
526,제주특별자치도 제주시 조천읍 선흘리1946-1,,33.460566,126.702698
527,제주특별자치도 제주시 조천읍 함덕22길 11-4,,33.540960,126.673471
528,제주특별자치도 제주시 조천읍 조천읍함대로11,,33.544881,126.658482
529,제주특별자치도 제주시 조천읍 선교로198,,33.487979,126.699304
530,제주특별자치도 제주시 조천읍 조천10길14,,33.540315,126.63795
531,제주특별자치도 제주시 조천읍 조천리1927-2,,33.521374,126.63721
532,제주특별자치도 제주시 조천읍 와흘전2길53,,33.471348,126.639039
533,제주특별자치도 제주시 조천읍 선흘리1967,,33.465996,126.699211
534,제주특별자치도 제주시 조천읍 함덕18길18옆,,33.541686,126.670083
535,제주특별자치도 제주시 조천읍 신흥관전길89-5,,33.550335,126.647691
536,제주특별자치도 제주시 조천읍 선흘리4022,,33.487393,126.698145
537,제주특별자치도 제주시 조천읍 신촌11길7,,33.536642,126.62531
538,제주특별자치도 제주시 조천읍 신북로95,,33.537866,126.623433
539,제주특별자치도 제주시 조천읍 신촌5길1,,33.536507,126.620583
540,제주특별자치도 제주시 조천읍 신촌8길3,,33.536943,126.622518
541,제주특별자치도 제주시 조천읍 신촌7길13,,33.537986,126.621424
542,제주특별자치도 제주시 조천읍 신촌7길30,,33.538653,126.622292
543,제주특별자치도 제주시 조천읍 신촌9길26,,33.538694,126.623171
544,제주특별자치도 제주시 조천읍 신촌5길31,,33.538692,126.620321
545,제주특별자치도 제주시 조천읍 신촌9길40-8,,33.539966,126.623895
546,제주특별자치도 제주시 조천읍 신촌북3길43,,33.539547,126.61475
547,제주특별자치도 제주시 조천읍 신촌북1길 16,,33.536878,126.617305
548,제주특별자치도 제주시 조천읍 신촌북3길 62-1,,33.539644,126.613577
549,제주특별자치도 제주시 조천읍 신촌서5길102,,33.538304,126.614513
550,제주특별자치도 제주시 조천읍 신촌리 2429-2,,33.538486,126.615866
551,제주특별자치도 제주시 조천읍 신촌7길18,,33.538034,126.621682
552,제주특별자치도 제주시 조천읍 신북로 51,,33.536475,126.619289
553,제주특별자치도 제주시 조천읍 신촌북2길 12,,33.538526,126.619647
554,제주특별자치도 제주시 조천읍 신촌5길47,,33.539788,126.621257
555,제주특별자치도 제주시 조천읍 신북로46,,33.534504,126.618758
556,제주특별자치도 제주시 조천읍 신촌3길 16-3,,33.536813,126.619261
557,제주특별자치도 제주시 조천읍 신촌2길14,,33.533779,126.619308
558,제주특별자치도 제주시 조천읍 신촌남1길45,,33.528621,126.617574
559,제주특별자치도 제주시 조천읍 신촌남1길55,,33.529606,126.617974
560,제주특별자치도 제주시 조천읍 일주동로792,,33.533187,126.626286
561,제주특별자치도 제주시 조천읍 신와로95,,33.522731,126.618379
562,제주특별자치도 제주시 조천읍 신조로44,,33.520233,126.624469
563,제주특별자치도 제주시 조천읍 신조로22,,33.519123,126.621983
564,제주특별자치도 제주시 조천읍 신와로66,,33.524726,126.616512
565,제주특별자치도 제주시 조천읍 신촌10길22,,33.535364,126.62539
566,제주특별자치도 제주시 조천읍 신촌서5길72-1,,33.536978,126.615787
567,제주특별자치도 제주시 조천읍 조와로7길9-1,,33.512635,126.636254
568,제주특별자치도 제주시 조천읍 조와로61-4,,33.531682,126.635017
569,제주특별자치도 제주시 조천읍 신조로203,,33.521007,126.639695
570,제주특별자치도 제주시 조천읍 신조로152,,33.520477,126.634965
571,제주특별자치도 제주시 조천읍 조와로194,,33.520297,126.635147
572,제주특별자치도 제주시 조천읍 대흘남길31,,33.474955,126.66258
573,제주특별자치도 제주시 조천읍 와흘리244,,33.476352,126.645083
574,제주특별자치도 제주시 조천읍 와흘전2길51-13,,33.472044,126.640318
575,제주특별자치도 제주시 조천읍 종인내길69,,33.502404,126.620543
576,제주특별자치도 제주시 조천읍 신북로202,,33.537453,126.634851
577,제주특별자치도 제주시 조천읍 조천4길7,,33.536605,126.632734
578,제주특별자치도 제주시 조천읍 조천2길 37,,33.534499,126.629874
579,제주특별자치도 제주시 조천읍 조천1길19,,33.538313,126.632094
580,제주특별자치도 제주시 조천읍 조천1길5,,33.537966,126.631047
581,제주특별자치도 제주시 조천읍 종인내길69,,33.502404,126.620543
582,제주특별자치도 제주시 조천읍 조천리 3087-2,,33.537974,126.634348
583,제주특별자치도 제주시 조천읍 조천5길 1,,33.538168,126.634936
584,제주특별자치도 제주시 조천읍 조천7길2,,33.539160,126.636156
585,제주특별자치도 제주시 조천읍 조천7길10,,33.539120,126.635388
586,제주특별자치도 제주시 조천읍 조천9길 25,,33.540399,126.636638
587,제주특별자치도 제주시 조천읍 조함해안로12,,33.541353,126.638804
588,제주특별자치도 제주시 조천읍 조함해안로31,,33.542169,126.637058
589,제주특별자치도 제주시 조천읍 조천북1길8,,33.543750,126.636284
590,제주특별자치도 제주시 조천읍 조천7길41,,33.541743,126.63638
591,제주특별자치도 제주시 조천읍 조천북1길17,,33.543937,126.6359
592,제주특별자치도 제주시 조천읍 조흥길1,,33.542651,126.639584
593,제주특별자치도 제주시 조천읍 조천8길14-1,,33.532047,126.644709
594,제주특별자치도 제주시 조천읍 조천북4길8,,33.543596,126.63717
595,제주특별자치도 제주시 조천읍 조천11길13,,33.539101,126.63761
596,제주특별자치도 제주시 조천읍 조와로17-5,,33.535904,126.635925
597,제주특별자치도 제주시 조천읍 조천8길 21,,33.536233,126.637156
598,제주특별자치도 제주시 조천읍 조천12길14-11,,33.537525,126.639922
599,제주특별자치도 제주시 조천읍 남조로3096,,33.537499,126.641498
600,제주특별자치도 제주시 조천읍 일주동로906,,33.535109,126.63827
601,제주특별자치도 제주시 조천읍 조천남4길41,,33.532875,126.64007
602,제주특별자치도 제주시 조천읍 신북로324,주암주택 102동 앞쪽,33.540355,126.645993
603,제주특별자치도 제주시 조천읍 신북로324,주암주택 103동 서쪽,33.539934,126.644741
604,제주특별자치도 제주시 조천읍 조천18길23-2,,33.541536,126.645289
605,제주특별자치도 제주시 조천읍 조천리 599,,33.535652,126.645469
606,제주특별자치도 제주시 조천읍 조천18길11-1,,33.541789,126.644116
607,제주특별자치도 제주시 조천읍 조천리 1808-4,,33.522831,126.647928
608,제주특별자치도 제주시 조천읍 신조로34,,33.519778,126.622918
609,제주특별자치도 제주시 조천읍 조천리 3464,,33.516713,126.648606
610,제주특별자치도 제주시 조천읍 중산간동로601,,33.501934,126.649843
611,제주특별자치도 제주시 조천읍 조천리809-2,,33.542678,126.647191
612,제주특별자치도 제주시 조천읍 신북로219,,33.538220,126.636117
613,제주특별자치도 제주시 조천읍 신조로373,,33.519757,126.658199
614,제주특별자치도 제주시 조천읍 함덕6길 15,,33.543977,126.660723
615,제주특별자치도 제주시 조천읍 함덕16길25,,33.542698,126.665715
616,제주특별자치도 제주시 조천읍 함덕남2길28,,33.536732,126.662246
617,제주특별자치도 제주시 조천읍 함덕8길 47앞,,33.542492,126.662877
618,제주특별자치도 제주시 조천읍 함덕6길34,,33.542406,126.660692
619,제주특별자치도 제주시 조천읍 함덕29길29,,33.544476,126.674698
620,제주특별자치도 제주시 조천읍 함덕남12길 11,,33.535712,126.674937
621,제주특별자치도 제주시 조천읍 함덕8길26,,33.543701,126.662928
622,제주특별자치도 제주시 조천읍 함덕리 1408-1,,33.541347,126.665855
623,제주특별자치도 제주시 조천읍 함덕서4길62,,33.541693,126.666833
624,제주특별자치도 제주시 조천읍 함덕6길56북쪽,,33.540915,126.660862
625,제주특별자치도 제주시 조천읍 함덕6길19-12,,33.544137,126.661739
626,제주특별자치도 제주시 조천읍 함덕8길34,,33.542649,126.663193
627,제주특별자치도 제주시 조천읍 함덕20길42,,33.540068,126.666998
628,제주특별자치도 제주시 조천읍 함덕20길33-14북쪽,,33.539842,126.669247
629,제주특별자치도 제주시 조천읍 함덕14길24,,33.542178,126.66503
630,제주특별자치도 제주시 조천읍 함덕12길 55,,33.539640,126.66563
631,제주특별자치도 제주시 조천읍 함덕16길15-8,,33.541893,126.667967
632,제주특별자치도 제주시 조천읍 함덕16길3-1,,33.542775,126.6685
633,제주특별자치도 제주시 조천읍 함덕남2길19-10,,33.538082,126.662498
634,제주특별자치도 제주시 조천읍 함덕서4길10,,33.540452,126.661741
635,제주특별자치도 제주시 조천읍 함덕리 272-72,,33.542928,126.675853
636,제주특별자치도 제주시 조천읍 함덕27길10,,33.543265,126.674286
637,제주특별자치도 제주시 조천읍 함덕27길15,,33.543772,126.673735
638,제주특별자치도 제주시 조천읍 신북로650-1,,33.542624,126.678962
639,제주특별자치도 제주시 조천읍 함덕남10길20,,33.537454,126.673783
640,제주특별자치도 제주시 조천읍 일주동로1222,,33.539053,126.67077
641,제주특별자치도 제주시 조천읍 함덕리4154-3,,33.541593,126.675631
642,제주특별자치도 제주시 조천읍 신북로603,,33.542129,126.67347
643,제주특별자치도 제주시 조천읍 조함해안로576-2,,33.546331,126.67282
644,제주특별자치도 제주시 조천읍 조함해안로514,,33.544493,126.667328
645,제주특별자치도 제주시 조천읍 신북로515,,33.544627,126.664743
646,제주특별자치도 제주시 조천읍 함덕30길 27,,33.54032,126.677441
647,제주특별자치도 제주시 조천읍 함덕30길 27,,33.539819,126.677613
648,제주특별자치도 제주시 조천읍 함덕30길 27,,33.539819,126.677613
649,제주특별자치도 제주시 조천읍 함덕서4길60-12,,33.540674,126.667459
650,제주특별자치도 제주시 조천읍 함덕서4길60-16,,33.540572,126.667217
651,제주특별자치도 제주시 조천읍 함덕남12길19-6,,33.534625,126.674176
652,제주특별자치도 제주시 조천읍 함덕남12길19-7,,33.536346,126.674106
653,제주특별자치도 제주시 조천읍 함덕5길16,,33.546653,126.659143
654,제주특별자치도 제주시 조천읍 조함해안로406,,33.548693,126.659216
655,제주특별자치도 제주시 조천읍 함덕남2길19-9,,33.537821,126.661764
656,제주특별자치도 제주시 조천읍 함덕남2길14,,33.537538,126.661692
657,제주특별자치도 제주시 조천읍 함덕14길41,,33.540938,126.665221
658,제주특별자치도 제주시 조천읍 일주동로1415,,33.546448,126.686467
659,제주특별자치도 제주시 조천읍 북촌서길9-2,,33.550233,126.685928
660,제주특별자치도 제주시 조천읍 북촌북길20,,33.551488,126.690634
661,제주특별자치도 제주시 조천읍 북촌7길14,,33.551349,126.693991
662,제주특별자치도 제주시 조천읍 북촌5길12,,33.550744,126.692519
663,제주특별자치도 제주시 조천읍 북촌북길25-5,,33.548244,126.692141
664,제주특별자치도 제주시 조천읍 북촌리573,,33.547619,126.692523
665,제주특별자치도 제주시 조천읍 북촌9길11,,33.551331,126.694642
666,제주특별자치도 제주시 조천읍 북흘로9,,33.548657,126.695069
667,제주특별자치도 제주시 조천읍 북촌11길20-9,,33.552712,126.695821
668,제주특별자치도 제주시 조천읍 북촌15길23,,33.554563,126.699793
669,제주특별자치도 제주시 조천읍 일주동로1574,,33.553403,126.701438
670,제주특별자치도 제주시 조천읍 북촌12길 33,,33.548866,126.699072
671,제주특별자치도 제주시 조천읍 북흘로135,,33.539731,126.70239
672,제주특별자치도 제주시 조천읍 신북로353-12,,33.544445,126.648052
673,제주특별자치도 제주시 조천읍 신흥로1길25,,33.549622,126.650329
674,제주특별자치도 제주시 조천읍 신흥로2길2-21,,33.550408,126.653625
675,제주특별자치도 제주시 조천읍 신흥로 25,,33.547675,126.652366
676,제주특별자치도 제주시 조천읍 신흥로1길25,,33.549622,126.650329
677,제주특별자치도 제주시 조천읍 신흥로1길 43-8,,33.549756,126.648796
678,제주특별자치도 제주시 조천읍 조함해안로217-1,,33.555131,126.644143
679,제주특별자치도 제주시 조천읍 북선로368,,33.513819,126.698497
680,제주특별자치도 제주시 조천읍 대흘리826-1,,33.507317,126.664827
681,제주특별자치도 제주시 조천읍 대흘리 583,,33.517123,126.669286
682,제주특별자치도 제주시 조천읍 남조로2201-7,,33.463388,126.659675
683,제주특별자치도 제주시 조천읍 남조로2023,,33.450093,126.658863
684,제주특별자치도 제주시 조천읍 교래3길98,교래리사무소,33.433866,126.674154
685,제주특별자치도 제주시 조천읍 비자림로768,,33.436911,126.688599
686,제주특별자치도 제주시 조천읍 남조로1717-35,,33.426628,126.670572
687,제주특별자치도 제주시 조천읍 남조로1660,,33.421137,126.680953
688,제주특별자치도 제주시 조천읍 와선로162-9,,33.483655,126.690778
689,제주특별자치도 제주시 조천읍 비자림로1065,,33.436455,126.718374
690,제주특별자치도 제주시 조천읍 선흘리1997-1,,33.482386,126.701889
691,제주특별자치도 제주시 조천읍 선교로375,,33.476084,126.708924
692,제주특별자치도 제주시 조천읍 선교로434-2,,33.469764,126.708577
693,제주특별자치도 제주시 조천읍 선흘리4079-6,,33.465325,126.693491
694,제주특별자치도 제주시 조천읍 번영로1338,,33.470537,126.677728
695,제주특별자치도 제주시 조천읍 와산남길37,,33.484293,126.677075
696,제주특별자치도 제주시 조천읍 함덕리1752,,33.532840,126.664338
697,제주특별자치도 제주시 조천읍 신촌남8길106,,33.523952,126.625805
698,제주특별자치도 제주시 조천읍 와흘리 2570-21,,33.506051,126.628412
699,제주특별자치도 제주시 한경면 판포리 1600-2,오수처리장,33.3707569,126.206925
700,제주특별자치도 제주시 한경면 판포리 2126,전동 동회관앞(함영자),33.3596216,126.2075734
701,제주특별자치도 제주시 한경면 판포리 2617-1,농협창고옆(중동),33.3584631,126.2029423
702,제주특별자치도 제주시 한경면 판포리 2928-3,신명동 포구,33.3644532,126.1964593
703,제주특별자치도 제주시 한경면 판포리 2852-8,구 초등학교,33.3627461,126.2018125
704,제주특별자치도 제주시 한경면 판포리 1986-4,마을회관 주차장(노인회관),33.3616192,126.2068657
705,제주특별자치도 제주시 한경면 판포리 1707,판포어촌계 식당 앞,,
706,제주특별자치도 제주시 한경면 판포리 2872,메가리조트,33.3651009,126.1992259
707,제주특별자치도 제주시 한경면 판포리 2961-3,판포 취락구조,33.3630448,126.1974412
708,제주특별자치도 제주시 한경면 판포리 1757,판포 상동 저장창고 앞,33.3642286,126.2073215
709,제주특별자치도 제주시 한경면 판포리 726,판포 산8번지 비채올린 입구,33.3486936,126.2181201
710,제주특별자치도 제주시 한경면 금등리 549-1,금등마을회관 옆,33.3603359,126.1956706
711,제주특별자치도 제주시 한경면 금등리 184-1,수장동회관앞,33.343658,126.2112984
712,제주특별자치도 제주시 한경면 금등리 558,마을 안 길(회관 서측길,33.3592622,126.1955394
713,제주특별자치도 제주시 한경면 금등리 639,IGH호델입구,33.3637429,126.1940935
714,제주특별자치도 제주시 한경면 금등리 649-3,금등양식장 진입로 삼거리,33.3621439,126.1901547
715,제주특별자치도 제주시 한경면 두모리 2608,두모방파제 공유수면,33.3575384,126.1822761
716,제주특별자치도 제주시 한경면 두모리  2876-4,한경철물 앞 공터,33.3513609,126.1839339
717,제주특별자치도 제주시 한경면 두모리  2962-1,두모리 건강쉼터 주변공간,33.3528863,126.1856702
718,제주특별자치도 제주시 한경면 두모리 2628-1,마을 안,33.3442476,126.2039107
719,제주특별자치도 제주시 한경면 두모리 2818-1,면사무소 맞은편 광어양식장 공유수면,33.3508641,126.1809775
720,제주특별자치도 제주시 한경면 신창리 368-1,어촌계창고앞,33.348083,126.181743
721,제주특별자치도 제주시 한경면 신창리 1321-2,싱게물공원화장실앞 주차장,33.342914,126.174193
722,제주특별자치도 제주시 한경면 신창리 961-1,신흥동 마을 끝 삼거리,33.337144,126.185979
723,제주특별자치도 제주시 한경면 신창리 233-1,한경주유소 앞,33.3372393,126.1769413
724,제주특별자치도 제주시 한경면 신창리 237-1,신창리사무소앞 주차장,33.34994,126.184129
725,제주특별자치도 제주시 한경면 신창리 431,수협 옆,33.347713,126.182861
726,제주특별자치도 제주시 한경면 신창리 193-2,상동(창고 맞은편)한경농협쪽,33.3486215,126.1871409
727,제주특별자치도 제주시 한경면 신창리 18-2,한경농협마트,33.3481107,126.1792767
728,제주특별자치도 제주시 한경면 신창리 422,신창초중학교 주차장,33.3481107,126.1792767
729,제주특별자치도 제주시 한경면 용수리1111-1,창고옆 공터,33.3338016,126.1729841
730,제주특별자치도 제주시 한경면 용수리 1504,주전동(창고주변),33.33301,126.1706377
731,제주특별자치도 제주시 한경면 용수리 3909-1,용당 양식장 주변(해안도로),33.334722,126.163592
732,제주특별자치도 제주시 한경면 용수리 4107-6,용수보건소 주차장(리사무소),33.325258,126.168769
733,제주특별자치도 제주시 한경면 용수리 4363-1,갈매기민박앞,33.321473,126.171248
734,제주특별자치도 제주시 한경면 용수리 4117-3,어촌계사무실 옆,33.324084,126.166308
735,제주특별자치도 제주시 한경면 용수리 4229-2,전경초소 앞,33.3246,126.163334
736,제주특별자치도 제주시 한경면 용수리 4194,용수 해안 양식장 옆,33.3245783,33.32752
737,제주특별자치도 제주시 한경면 두모리1402,마을회간 로타리 무료주차장,33.3356796,126.1966733
738,제주특별자치도 제주시 한경면 두모리  1270-8,마을 안 길,33.3336167,126.1976785
739,제주특별자치도 제주시 한경면 두모리 1502,한원리 남동 물통,33.3370958,126.1953187
740,제주특별자치도 제주시 한경면 두모리 1504,농협창고 주차장,33.3380999,126.1955165
741,제주특별자치도 제주시 한경면 한원리 602-8,북호동 입구 사거리,33.3400617,126.2012144
742,제주특별자치도 제주시 한경면 두모리 1871-1,파인힐 골목(농협로터리~한원방향),33.343447,126.1936949
743,제주특별자치도 제주시 한경면 두모리 1308-7,로터리(용당방향)팔각정 남측 삼거리,33.3344103,126.1956091
744,제주특별자치도 제주시 한경면 낙천리 1927,낙천리사무소 주차장,33.3263853,126.2273511
745,제주특별자치도 제주시 한경면 낙천리 1741-1,마을소공원,33.3249727,126.2278529
746,제주특별자치도 제주시 한경면 낙천리1705-1,마을 안쪽 끝,33.3222953,126.2282442
747,제주특별자치도 제주시 한경면 낙천리 1909-1,의자마을 입구,33.3275863,126.2255544
748,제주특별자치도 제주시 한경면 조수리 378,리사무소뒤 주차장,33.3372832,126.2285163
749,제주특별자치도 제주시 한경면 조수리 1553,조수약천교회옆 도로변,33.3308728,126.2158715
750,제주특별자치도 제주시 한경면 조수리 423-1,구초등학교 입구,33.3362358,126.2188194
751,제주특별자치도 제주시 한경면 조수리 317-3,현수막 걸이대 앞(천주교 입구),33.3356954,126.2200569
752,제주특별자치도 제주시 한경면 조수리 788-2,한라농장입구,33.341448,126.220051
753,제주특별자치도 제주시 한경면 조수리4007-2,한경농협창고옆,33.2937558,126.2308207
754,제주특별자치도 제주시 한경면 조수리 3741-3,어멍식당 앞,33.2966905,126.2130667
755,제주특별자치도 제주시 한경면 조수리3763,블그못로 23,33.2966387,126.2116518
756,제주특별자치도 제주시 한경면 조수리2854-4,신축6동,,
757,제주특별자치도 제주시 한경면 저지리 1783-2,저지리사무소 앞,33.341448,126.220051
758,제주특별자치도 제주시 한경면 저지리 1197-1,수동회관,33.3301738,126.2463165
